[39.0, 'State-gov', 77516.0, 'Bachelors', 13.0, 'Never-married', 'Adm-clerical', 'Not-in-family', 'White', 'Male', 2174.0, 0.0, 40.0, 'United-States', '<=50K']
[61.0, '?', 42938.0, 'Bachelors', 13.0, 'Never-married', '?', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 7.0, 'United-States', '>50K']
[46.0, 'Private', 389843.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'Germany', '>50K']
[37.0, 'Private', 138940.0, '11th', 7.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[56.0, 'Federal-gov', 141877.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Adm-clerical', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[37.0, 'Private', 172722.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[26.0, 'Self-emp-not-inc', 118523.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Adm-clerical', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[39.0, 'Self-emp-inc', 117555.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 60.0, 'United-States', '>50K']
[23.0, 'Private', 146499.0, 'HS-grad', 9.0, 'Separated', 'Machine-op-inspct', 'Unmarried', 'White', 'Female', 0.0, 0.0, 48.0, 'United-States', '<=50K']
[40.0, 'Self-emp-not-inc', 204235.0, 'Masters', 14.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 99999.0, 0.0, 50.0, 'United-States', '>50K']
[38.0, 'Private', 197113.0, 'Some-college', 10.0, 'Divorced', 'Adm-clerical', 'Unmarried', 'Black', 'Female', 0.0, 0.0, 20.0, 'United-States', '<=50K']
[62.0, 'State-gov', 202056.0, 'Bachelors', 13.0, 'Divorced', 'Prof-specialty', 'Not-in-family', 'White', 'Male', 14084.0, 0.0, 40.0, 'United-States', '>50K']
[32.0, 'Private', 61898.0, '11th', 7.0, 'Divorced', 'Other-service', 'Unmarried', 'White', 'Female', 0.0, 0.0, 15.0, 'United-States', '<=50K']
[42.0, 'Self-emp-inc', 1097453.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 0.0, 0.0, 60.0, 'United-States', '>50K']
[32.0, 'Private', 176992.0, '10th', 6.0, 'Never-married', 'Craft-repair', 'Unmarried', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[53.0, 'Self-emp-inc', 298215.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 0.0, 0.0, 45.0, 'United-States', '>50K']
[28.0, 'Self-emp-not-inc', 209934.0, '5th-6th', 3.0, 'Married-civ-spouse', 'Handlers-cleaners', 'Husband', 'White', 'Male', 0.0, 0.0, 25.0, 'Mexico', '<=50K']
[47.0, 'Private', 423222.0, 'Prof-school', 15.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 45.0, 'United-States', '>50K']
[23.0, 'Private', 124259.0, 'Some-college', 10.0, 'Never-married', 'Protective-serv', 'Own-child', 'Black', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[64.0, 'Self-emp-not-inc', 31826.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 45.0, 'United-States', '>50K']
[40.0, 'Private', 279679.0, 'Some-college', 10.0, 'Divorced', 'Exec-managerial', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 45.0, 'United-States', '<=50K']
[41.0, 'Private', 288568.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[30.0, 'Private', 182714.0, 'Some-college', 10.0, 'Never-married', 'Exec-managerial', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 40.0, 'England', '<=50K']
[42.0, 'Private', 146659.0, 'Doctorate', 16.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 1902.0, 50.0, 'United-States', '>50K']
[24.0, 'Private', 203027.0, 'Assoc-acdm', 12.0, 'Never-married', 'Machine-op-inspct', 'Own-child', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[34.0, 'Private', 149507.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 55.0, 'United-States', '>50K']
[35.0, 'Private', 82622.0, 'HS-grad', 9.0, 'Never-married', 'Other-service', 'Own-child', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[31.0, 'Local-gov', 206609.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Protective-serv', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[31.0, 'Private', 50276.0, 'Bachelors', 13.0, 'Divorced', 'Prof-specialty', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 60.0, 'United-States', '<=50K']
[43.0, 'Private', 75993.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 7688.0, 0.0, 40.0, 'United-States', '>50K']
[18.0, 'Private', 170544.0, '11th', 7.0, 'Never-married', 'Handlers-cleaners', 'Own-child', 'White', 'Male', 0.0, 0.0, 20.0, 'United-States', '<=50K']
[55.0, 'Private', 115439.0, 'Prof-school', 15.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 99999.0, 0.0, 40.0, 'United-States', '>50K']
[59.0, 'Private', 24384.0, 'HS-grad', 9.0, 'Widowed', 'Priv-house-serv', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[49.0, 'Federal-gov', 179869.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[21.0, 'Private', 442131.0, 'HS-grad', 9.0, 'Never-married', 'Handlers-cleaners', 'Own-child', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[40.0, 'Private', 124747.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Craft-repair', 'Wife', 'White', 'Female', 7298.0, 0.0, 40.0, 'United-States', '>50K']
[55.0, 'Self-emp-not-inc', 477867.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[17.0, 'Private', 218361.0, '10th', 6.0, 'Never-married', 'Other-service', 'Own-child', 'White', 'Female', 0.0, 1602.0, 12.0, 'United-States', '<=50K']
[34.0, 'Self-emp-not-inc', 156809.0, 'Some-college', 10.0, 'Never-married', 'Craft-repair', 'Not-in-family', 'White', 'Male', 0.0, 1504.0, 60.0, 'United-States', '<=50K']
[30.0, 'Private', 35724.0, 'Prof-school', 15.0, 'Married-civ-spouse', 'Prof-specialty', 'Wife', 'White', 'Female', 0.0, 0.0, 45.0, 'United-States', '>50K']
[29.0, 'Private', 187188.0, 'Masters', 14.0, 'Never-married', 'Exec-managerial', 'Not-in-family', 'Asian-Pac-Islander', 'Male', 0.0, 0.0, 60.0, 'United-States', '<=50K']
[52.0, 'Private', 155983.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[57.0, 'Federal-gov', 414994.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[38.0, 'Private', 103474.0, 'Bachelors', 13.0, 'Never-married', 'Tech-support', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 45.0, 'United-States', '<=50K']
[43.0, 'Private', 211128.0, 'Masters', 14.0, 'Divorced', 'Exec-managerial', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 50.0, 'United-States', '>50K']
[61.0, 'Private', 203445.0, 'Some-college', 10.0, 'Widowed', 'Adm-clerical', 'Other-relative', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[38.0, 'Private', 38312.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 15024.0, 0.0, 65.0, 'United-States', '>50K']
[40.0, 'Private', 260761.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Adm-clerical', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'Mexico', '<=50K']
[41.0, 'Local-gov', 36924.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Adm-clerical', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[19.0, 'Private', 292590.0, 'Some-college', 10.0, 'Never-married', 'Other-service', 'Own-child', 'White', 'Female', 0.0, 0.0, 20.0, 'United-States', '<=50K']
[28.0, 'Private', 461929.0, '7th-8th', 4.0, 'Married-civ-spouse', 'Farming-fishing', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'Mexico', '<=50K']
[31.0, 'Private', 344200.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[30.0, 'Private', 337494.0, 'Assoc-acdm', 12.0, 'Never-married', 'Machine-op-inspct', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 48.0, 'United-States', '<=50K']
[33.0, 'Private', 194901.0, 'Assoc-voc', 11.0, 'Separated', 'Craft-repair', 'Not-in-family', 'White', 'Male', 0.0, 2444.0, 42.0, 'United-States', '>50K']
[20.0, 'Private', 170091.0, 'Some-college', 10.0, 'Never-married', 'Adm-clerical', 'Own-child', 'White', 'Female', 0.0, 0.0, 10.0, 'United-States', '<=50K']
[40.0, 'Private', 91959.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 46.0, 'United-States', '>50K']
[34.0, 'Private', 153942.0, 'Assoc-voc', 11.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[34.0, 'Local-gov', 234096.0, 'Assoc-acdm', 12.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[38.0, 'Private', 185330.0, 'Some-college', 10.0, 'Never-married', 'Craft-repair', 'Own-child', 'White', 'Female', 0.0, 0.0, 25.0, 'United-States', '<=50K']
[35.0, 'Self-emp-inc', 186845.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Sales', 'Own-child', 'White', 'Male', 5178.0, 0.0, 50.0, 'United-States', '>50K']
[45.0, 'Private', 262802.0, 'Bachelors', 13.0, 'Divorced', 'Exec-managerial', 'Unmarried', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[43.0, 'Private', 219424.0, 'Bachelors', 13.0, 'Never-married', 'Exec-managerial', 'Not-in-family', 'Black', 'Female', 0.0, 0.0, 50.0, 'United-States', '>50K']
[54.0, 'Private', 186117.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 45.0, 'United-States', '>50K']
[47.0, 'Self-emp-not-inc', 479611.0, 'Bachelors', 13.0, 'Divorced', 'Sales', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '<=50K']
[25.0, 'Private', 80312.0, 'Assoc-voc', 11.0, 'Never-married', 'Adm-clerical', 'Not-in-family', 'White', 'Female', 4865.0, 0.0, 40.0, 'United-States', '<=50K']
[50.0, 'Private', 135339.0, '12th', 8.0, 'Married-civ-spouse', 'Sales', 'Husband', 'Asian-Pac-Islander', 'Male', 0.0, 0.0, 40.0, 'Cambodia', '>50K']
[32.0, 'Private', 100662.0, '9th', 5.0, 'Separated', 'Machine-op-inspct', 'Unmarried', 'White', 'Female', 0.0, 0.0, 40.0, 'Columbia', '<=50K']
[50.0, 'Private', 306790.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[28.0, 'Private', 269246.0, '11th', 7.0, 'Married-civ-spouse', 'Farming-fishing', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[36.0, 'Self-emp-inc', 184456.0, 'Bachelors', 13.0, 'Never-married', 'Tech-support', 'Not-in-family', 'White', 'Male', 27828.0, 0.0, 55.0, 'United-States', '>50K']
[21.0, 'Local-gov', 309348.0, 'Some-college', 10.0, 'Never-married', 'Adm-clerical', 'Not-in-family', 'White', 'Female', 594.0, 0.0, 4.0, 'United-States', '<=50K']
[54.0, 'Private', 291755.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 45.0, 'United-States', '>50K']
[19.0, 'Private', 243941.0, 'Some-college', 10.0, 'Never-married', 'Sales', 'Own-child', 'Amer-Indian-Eskimo', 'Female', 0.0, 1721.0, 25.0, 'United-States', '<=50K']
[34.0, 'Private', 159322.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '>50K']
[40.0, 'Private', 262872.0, 'Bachelors', 13.0, 'Never-married', 'Adm-clerical', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[54.0, 'Private', 99434.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[34.0, 'Self-emp-not-inc', 177639.0, 'Assoc-acdm', 12.0, 'Never-married', 'Craft-repair', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[34.0, 'Private', 185063.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Machine-op-inspct', 'Husband', 'White', 'Male', 0.0, 0.0, 45.0, 'United-States', '>50K']
[62.0, '?', 125493.0, 'HS-grad', 9.0, 'Married-civ-spouse', '?', 'Wife', 'White', 'Female', 5178.0, 0.0, 40.0, 'Scotland', '>50K']
[51.0, 'Private', 159755.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 20.0, 'United-States', '<=50K']
[34.0, 'Private', 108837.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Handlers-cleaners', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[47.0, 'Private', 110669.0, 'Bachelors', 13.0, 'Separated', 'Prof-specialty', 'Unmarried', 'White', 'Female', 0.0, 0.0, 50.0, 'United-States', '<=50K']
[21.0, '?', 220115.0, 'Some-college', 10.0, 'Never-married', '?', 'Own-child', 'White', 'Male', 0.0, 0.0, 20.0, 'United-States', '<=50K']
[45.0, 'Private', 261278.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Prof-specialty', 'Wife', 'Asian-Pac-Islander', 'Female', 5178.0, 0.0, 40.0, 'Philippines', '>50K']
[23.0, 'Private', 71864.0, 'Some-college', 10.0, 'Never-married', 'Exec-managerial', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 35.0, 'United-States', '<=50K']
[34.0, 'Private', 173495.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 48.0, 'United-States', '>50K']
[22.0, 'Private', 254293.0, '12th', 8.0, 'Never-married', 'Handlers-cleaners', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[28.0, 'Private', 285294.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Sales', 'Wife', 'Black', 'Female', 15024.0, 0.0, 45.0, 'United-States', '>50K']
[23.0, 'Private', 184665.0, 'HS-grad', 9.0, 'Never-married', 'Adm-clerical', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 50.0, 'United-States', '<=50K']
[50.0, 'Self-emp-not-inc', 27539.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Farming-fishing', 'Husband', 'White', 'Male', 7688.0, 0.0, 40.0, 'United-States', '>50K']
[19.0, 'Private', 97261.0, '12th', 8.0, 'Never-married', 'Handlers-cleaners', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[52.0, 'Federal-gov', 168539.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Machine-op-inspct', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[20.0, 'Private', 515797.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[34.0, 'Private', 161018.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 0.0, 0.0, 55.0, 'United-States', '>50K']
[60.0, 'Private', 26721.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[56.0, 'Self-emp-not-inc', 73746.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '>50K']
[23.0, 'Private', 125525.0, 'Bachelors', 13.0, 'Never-married', 'Prof-specialty', 'Own-child', 'White', 'Male', 0.0, 0.0, 42.0, 'United-States', '<=50K']
[42.0, 'Private', 510072.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[64.0, '?', 200017.0, 'HS-grad', 9.0, 'Widowed', '?', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 20.0, 'United-States', '<=50K']
[78.0, 'Self-emp-not-inc', 82815.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Craft-repair', 'Husband', 'White', 'Male', 0.0, 0.0, 3.0, 'United-States', '>50K']
[24.0, 'Self-emp-not-inc', 117210.0, 'HS-grad', 9.0, 'Divorced', 'Craft-repair', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '<=50K']
[51.0, 'Private', 123429.0, 'Masters', 14.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '>50K']
[46.0, 'Private', 353512.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Machine-op-inspct', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[55.0, 'Self-emp-not-inc', 26683.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Farming-fishing', 'Husband', 'White', 'Male', 0.0, 0.0, 60.0, 'United-States', '<=50K']
[20.0, 'Private', 204641.0, 'Some-college', 10.0, 'Never-married', 'Other-service', 'Own-child', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[30.0, 'Private', 108247.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[31.0, 'Self-emp-not-inc', 369648.0, 'Assoc-acdm', 12.0, 'Married-civ-spouse', 'Craft-repair', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '>50K']
[26.0, 'Private', 339324.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Machine-op-inspct', 'Husband', 'White', 'Male', 0.0, 0.0, 96.0, 'United-States', '<=50K']
[59.0, '?', 145574.0, 'Assoc-acdm', 12.0, 'Married-civ-spouse', '?', 'Husband', 'White', 'Male', 0.0, 0.0, 35.0, 'United-States', '>50K']
[24.0, 'Local-gov', 162919.0, 'Some-college', 10.0, 'Never-married', 'Adm-clerical', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[24.0, 'Private', 186314.0, 'Some-college', 10.0, 'Separated', 'Prof-specialty', 'Own-child', 'White', 'Male', 0.0, 0.0, 54.0, 'United-States', '<=50K']
[39.0, 'Private', 108140.0, 'Masters', 14.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '>50K']
[53.0, 'Private', 287317.0, 'HS-grad', 9.0, 'Divorced', 'Machine-op-inspct', 'Unmarried', 'Black', 'Male', 0.0, 0.0, 32.0, 'United-States', '<=50K']
[75.0, 'Self-emp-inc', 81534.0, 'HS-grad', 9.0, 'Widowed', 'Sales', 'Other-relative', 'Asian-Pac-Islander', 'Male', 0.0, 0.0, 35.0, 'United-States', '>50K']
[36.0, 'Private', 35945.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '>50K']
[46.0, 'Self-emp-inc', 204928.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[56.0, 'Self-emp-inc', 208809.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 0.0, 1902.0, 40.0, 'United-States', '>50K']
[29.0, 'Private', 133625.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Handlers-cleaners', 'Husband', 'Black', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[60.0, 'Private', 71683.0, '9th', 5.0, 'Married-civ-spouse', 'Machine-op-inspct', 'Husband', 'White', 'Male', 0.0, 0.0, 49.0, 'United-States', '<=50K']
[35.0, 'Private', 253006.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 7688.0, 0.0, 38.0, 'United-States', '>50K']
[39.0, 'Self-emp-not-inc', 50096.0, 'Some-college', 10.0, 'Married-civ-spouse', 'Farming-fishing', 'Husband', 'White', 'Male', 0.0, 0.0, 80.0, 'United-States', '<=50K']
[39.0, 'Private', 248011.0, 'Assoc-voc', 11.0, 'Married-civ-spouse', 'Machine-op-inspct', 'Husband', 'White', 'Male', 5178.0, 0.0, 40.0, 'United-States', '>50K']
[23.0, 'Private', 229826.0, 'HS-grad', 9.0, 'Never-married', 'Machine-op-inspct', 'Own-child', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[44.0, 'Private', 165346.0, 'Masters', 14.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[25.0, 'Private', 25386.0, 'Assoc-voc', 11.0, 'Never-married', 'Other-service', 'Unmarried', 'Amer-Indian-Eskimo', 'Female', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[32.0, 'Local-gov', 19302.0, 'Assoc-acdm', 12.0, 'Married-civ-spouse', 'Protective-serv', 'Husband', 'White', 'Male', 0.0, 0.0, 56.0, 'England', '>50K']
[24.0, 'State-gov', 257621.0, 'Bachelors', 13.0, 'Never-married', 'Prof-specialty', 'Not-in-family', 'White', 'Female', 0.0, 0.0, 20.0, 'United-States', '<=50K']
[44.0, 'Self-emp-inc', 118212.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 99999.0, 0.0, 70.0, 'United-States', '>50K']
[27.0, 'Private', 259840.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Adm-clerical', 'Husband', 'White', 'Male', 0.0, 0.0, 45.0, 'United-States', '<=50K']
[39.0, 'Private', 115289.0, 'Assoc-acdm', 12.0, 'Married-civ-spouse', 'Tech-support', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'France', '>50K']
[26.0, 'Local-gov', 159662.0, '10th', 6.0, 'Married-civ-spouse', 'Other-service', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[34.0, 'Private', 379798.0, 'Masters', 14.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[38.0, 'Private', 227945.0, 'Masters', 14.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 99999.0, 0.0, 65.0, 'United-States', '>50K']
[73.0, '?', 131982.0, 'Bachelors', 13.0, 'Married-civ-spouse', '?', 'Husband', 'Asian-Pac-Islander', 'Male', 0.0, 0.0, 5.0, 'Vietnam', '<=50K']
[32.0, 'Self-emp-inc', 124052.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Sales', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '<=50K']
[56.0, 'Local-gov', 273084.0, 'Masters', 14.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'Black', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[59.0, 'Private', 170104.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 1977.0, 50.0, 'United-States', '>50K']
[35.0, 'Private', 140915.0, 'Bachelors', 13.0, 'Never-married', 'Sales', 'Own-child', 'Asian-Pac-Islander', 'Male', 0.0, 1590.0, 40.0, 'South', '<=50K']
[52.0, 'Private', 230657.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Machine-op-inspct', 'Husband', 'Other', 'Male', 3781.0, 0.0, 40.0, 'Columbia', '<=50K']
[43.0, 'Private', 112763.0, 'HS-grad', 9.0, 'Never-married', 'Adm-clerical', 'Unmarried', 'White', 'Female', 8614.0, 0.0, 43.0, 'United-States', '>50K']
[61.0, 'Private', 79827.0, 'HS-grad', 9.0, 'Married-civ-spouse', 'Exec-managerial', 'Husband', 'White', 'Male', 0.0, 0.0, 50.0, 'United-States', '<=50K']
[41.0, 'Private', 106679.0, 'Masters', 14.0, 'Never-married', 'Exec-managerial', 'Not-in-family', 'White', 'Male', 27828.0, 0.0, 50.0, 'United-States', '>50K']
[42.0, 'Self-emp-not-inc', 196514.0, 'Some-college', 10.0, 'Never-married', 'Prof-specialty', 'Not-in-family', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
[51.0, 'Self-emp-inc', 98642.0, 'HS-grad', 9.0, 'Divorced', 'Exec-managerial', 'Not-in-family', 'White', 'Male', 14084.0, 0.0, 40.0, 'United-States', '>50K']
[44.0, 'Local-gov', 144778.0, 'Bachelors', 13.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '>50K']
[23.0, 'Private', 177787.0, 'Bachelors', 13.0, 'Never-married', 'Sales', 'Own-child', 'White', 'Female', 0.0, 0.0, 30.0, 'England', '<=50K']
[30.0, '?', 103651.0, '11th', 7.0, 'Married-civ-spouse', '?', 'Husband', 'White', 'Male', 0.0, 0.0, 35.0, 'United-States', '<=50K']
[61.0, 'Private', 80896.0, 'Masters', 14.0, 'Married-civ-spouse', 'Prof-specialty', 'Husband', 'Asian-Pac-Islander', 'Male', 0.0, 0.0, 45.0, 'India', '>50K']
[30.0, 'Local-gov', 168387.0, 'Bachelors', 13.0, 'Never-married', 'Exec-managerial', 'Own-child', 'White', 'Male', 0.0, 0.0, 40.0, 'United-States', '<=50K']
